Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage
Bombardier,Industrials,Aerospace & Defense,North America,Canada,6.7,18.2,0.6,29.4,740,http://www.forbes.com/companies/bombardier/
Devon Energy,Energy,Oil & Gas Operations,North America,United States,27.6,10.8,0,42.9,741,http://www.forbes.com/companies/devon-energy/
Galaxy Entertainment,Consumer Discretionary,Casinos & Gaming,Asia,Hong Kong,39.7,8.5,1.3,6,742,http://www.forbes.com/companies/galaxy-entertainment/
Luxottica Group,Consumer Discretionary,Specialty Stores,Europe,Italy,27.5,9.7,0.7,11.1,742,http://www.forbes.com/companies/luxottica-group/
"Becton, Dickinson",Health Care,Medical Equipment & Supplies,North America,United States,22.6,8.2,0.9,12,744,http://www.forbes.com/companies/becton-dickinson/
Grupo Inbursa,Financials,Regional Banks,North America,Mexico,16.9,4.4,1.3,27.5,744,http://www.forbes.com/companies/grupo-inbursa/
Alcoa,Materials,Aluminum,North America,United States,14.1,23,-2.3,35.7,746,http://www.forbes.com/companies/alcoa/
Thomson Reuters,Consumer Discretionary,Printing & Publishing,North America,United States,28.3,12.7,0.1,32.4,747,http://www.forbes.com/companies/thomson-reuters/
Best Buy,Information Technology,Computer & Electronics Retail,North America,United States,9.2,42.4,0.5,14,748,http://www.forbes.com/companies/best-buy/
West Japan Railway,Industrials,Railroads,Asia,Japan,7.8,13.5,0.6,24.8,749,http://www.forbes.com/companies/west-japan-railway/
Canadian Pacific Railway,Industrials,Railroads,North America,Canada,26.5,6,0.8,16.1,750,http://www.forbes.com/companies/canadian-pacific-railway/
BRF-Brasil Foods,Consumer Staples,Food Processing,South America,Brazil,17.5,14.1,0.5,13.7,751,http://www.forbes.com/companies/brf-brasil-foods/
Fosun International,Materials,Iron & Steel,Asia,China,8.2,8.3,0.9,30.2,751,http://www.forbes.com/companies/fosun-international/
Allergan,Health Care,Pharmaceuticals,North America,United States,36.9,6.3,1.3,10.6,753,http://www.forbes.com/companies/allergan/
Citic Pacific,Materials,Iron & Steel,Asia,Hong Kong,6.5,11.4,0.8,34.5,754,http://www.forbes.com/companies/citic-pacific/
Itaúsa,Industrials,Conglomerates,South America,Brazil,22.8,2.6,2.6,17.8,755,http://www.forbes.com/companies/itausa/
Chinatrust Financial,Financials,Consumer Financial Services,Asia,Taiwan,9.5,5.3,0.7,81.4,755,http://www.forbes.com/companies/chinatrust-financial/
Allied Irish Banks,Financials,Regional Banks,Europe,Ireland,105,5.2,-2.1,162.5,757,http://www.forbes.com/companies/allied-irish-banks/
TRW Automotive Holdings,Consumer Discretionary,Auto & Truck Parts,North America,United States,9.3,17.4,1,12.3,758,http://www.forbes.com/companies/trw-automotive-holdings/
Metallurgical Corp of China,Industrials,Construction Services,Asia,China,5,32.1,0.5,53.3,759,http://www.forbes.com/companies/metallurgical-corp-of-china/
Bunge,Consumer Staples,Food Processing,North America,United States,11.7,61.4,0.2,26.8,759,http://www.forbes.com/companies/bunge/
Kao Corp,Consumer Staples,Household/Personal Care,Asia,Japan,18.2,13.5,0.7,10.8,761,http://www.forbes.com/companies/kao-corp/
IDGC Holding,Utilities,Electric Utilities,Asia,Russia,2.4,21.3,0.6,61.1,762,http://www.forbes.com/companies/idgc-holding/
Kering,Consumer Discretionary,Apparel/Accessories,Europe,France,25.8,12.9,0.1,31.4,763,http://www.forbes.com/companies/kering/
Hyundai Steel,Materials,Iron & Steel,Asia,South Korea,7.5,12.4,0.6,28,764,http://www.forbes.com/companies/hyundai-steel/
Emirates NBD,Financials,Regional Banks,Asia,United Arab Emirates,12.8,4,0.8,93.1,765,http://www.forbes.com/companies/emirates-nbd/
LG Electronics,Consumer Discretionary,Consumer Electronics,Asia,South Korea,10,53.1,0.2,33.7,766,http://www.forbes.com/companies/lg-electronics/
Motorola Solutions,Information Technology,Communications Equipment,North America,United States,16.5,8.7,1.1,11.9,767,http://www.forbes.com/companies/motorola-solutions/
Telekom Indonesia,Telecommunication Services,Telecommunications services,Asia,Indonesia,19.4,7.9,1.4,10.5,768,http://www.forbes.com/companies/telekom-indonesia/
Noble Energy,Energy,Oil & Gas Operations,North America,United States,25.5,4.8,0.9,19.6,769,http://www.forbes.com/companies/noble-energy/
EnBW-Energie Baden,Utilities,Electric Utilities,Europe,Germany,9.7,27.3,0.1,49.8,770,http://www.forbes.com/companies/enbw-energie-baden/
Barrick Gold,Materials,Diversified Metals & Mining,North America,Canada,20.8,12.6,-10.4,37.4,771,http://www.forbes.com/companies/barrick-gold/
Cognizant Technology,Information Technology,Computer Services,North America,United States,31.4,8.8,1.2,8.2,772,http://www.forbes.com/companies/cognizant-technology/
International Airlines,Industrials,Airline,Europe,United Kingdom,14.3,24.7,0.2,28.6,773,http://www.forbes.com/companies/international-airlines/
Mercantil Servicios,Financials,Regional Banks,South America,Venezuela,14.4,4.1,1.2,38,773,http://www.forbes.com/companies/mercantil-servicios/
Peugeot,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,6.6,71.8,-3.1,82.2,775,http://www.forbes.com/companies/peugeot/
Murata Manufacturing,Information Technology,Electronics,Asia,Japan,21.3,8.4,0.9,11.6,776,http://www.forbes.com/companies/murata-manufacturing/
Cencosud,Consumer Staples,Food Retail,South America,Chile,9,20.7,0.5,19.2,777,http://www.forbes.com/companies/cencosud/
Tyco International,Industrials,Security Systems,Europe,Switzerland,19.8,10.7,0.6,12,778,http://www.forbes.com/companies/tyco-international/
Chubu Electric Power,Utilities,Electric Utilities,Asia,Japan,8.8,28.1,-0.6,54.9,779,http://www.forbes.com/companies/chubu-electric-power/
Estée Lauder Cos,Consumer Staples,Household/Personal Care,North America,United States,26.4,10.4,1,7.8,779,http://www.forbes.com/companies/estee-lauder-cos/
Skanska,Industrials,Construction Services,Europe,Sweden,9.7,21,0.6,13.6,781,http://www.forbes.com/companies/skanska/
L-3 Communications,Industrials,Aerospace & Defense,North America,United States,10.2,12.6,0.8,14,782,http://www.forbes.com/companies/l-3-communications/
Leucadia National,Industrials,Conglomerates,North America,United States,10.1,10.6,0.4,47.9,783,http://www.forbes.com/companies/leucadia-national/
VMware,Information Technology,Software & Programming,North America,United States,48.2,5.2,1,12.3,784,http://www.forbes.com/companies/vmware/
Kuehne + Nagel,Industrials,Other Transportation,Europe,Switzerland,16.9,22.6,0.6,6.9,785,http://www.forbes.com/companies/kuehne-plus-nagel/
Eastman Chemical,Materials,Specialized Chemicals,North America,United States,13.1,9.4,1.2,11.8,786,http://www.forbes.com/companies/eastman-chemical/
LG Display,Information Technology,Electronics,Asia,South Korea,9,24.7,0.4,20.6,787,http://www.forbes.com/companies/lg-display/
Cemex,Materials,Construction Materials,North America,Mexico,14.5,15.3,-0.8,37.9,788,http://www.forbes.com/companies/cemex/
Shimao Property Holdings,Financials,Real Estate,Asia,Hong Kong,7.6,6.8,1.2,29,788,http://www.forbes.com/companies/shimao-property-holdings/
Saudi British Bank,Financials,Regional Banks,Asia,Saudi Arabia,12.6,1.7,1,47.3,788,http://www.forbes.com/companies/saudi-british-bank/
Cameron International,Energy,Oil Services & Equipment,North America,United States,13.6,9.8,0.7,14.2,791,http://www.forbes.com/companies/cameron-international/
Mediolanum,Financials,Life & Health Insurance,Europe,Italy,7.1,11.2,0.5,53.8,792,http://www.forbes.com/companies/mediolanum/
Discovery Communications,Consumer Discretionary,Broadcasting & Cable,North America,United States,19.6,5.5,1.1,15,793,http://www.forbes.com/companies/discovery-communications/
China Yangtze Power,Utilities,Electric Utilities,Asia,China,15.3,3.8,1.5,25.4,794,http://www.forbes.com/companies/china-yangtze-power/
Punjab National Bank,Financials,Regional Banks,Asia,India,4.5,8.7,0.9,91.4,795,http://www.forbes.com/companies/punjab-national-bank/
China CNR,Industrials,Heavy Equipment,Asia,China,7.9,14.6,0.6,19.8,796,http://www.forbes.com/companies/china-cnr/
Grupa PZU,Financials,Property & Casualty Insurance,Europe,Poland,12.3,6,1,19.6,797,http://www.forbes.com/companies/grupa-pzu/
Capgemini,Information Technology,Computer Services,Europe,France,11.8,13.4,0.6,14,798,http://www.forbes.com/companies/capgemini/
Krung Thai Bank,Financials,Regional Banks,Asia,Thailand,8.1,4.5,1.1,76.5,799,http://www.forbes.com/companies/krung-thai-bank/
Republic Services,Industrials,Environmental & Waste,North America,United States,12.3,8.4,0.6,19.9,800,http://www.forbes.com/companies/republic-services/
Bank of Baroda,Financials,Regional Banks,Asia,India,5.2,7.5,0.9,102.9,801,http://www.forbes.com/companies/bank-of-baroda/
Sinohydro Group,Industrials,Construction Services,Asia,China,4.3,19.7,0.6,35.4,802,http://www.forbes.com/companies/sinohydro-group/
Mahindra & Mahindra,Consumer Discretionary,Auto & Truck Manufacturers,Asia,India,9.9,12.4,0.7,14.1,803,http://www.forbes.com/companies/mahindra-mahindra/
San Miguel,Industrials,Conglomerates,Asia,Philippines,4,17.6,0.9,25.3,804,http://www.forbes.com/companies/san-miguel/
Valeo,Consumer Discretionary,Auto & Truck Parts,Europe,France,11.2,16.1,0.6,12.5,805,http://www.forbes.com/companies/valeo/
RTL Group,Consumer Discretionary,Broadcasting & Cable,Europe,Luxembourg,17.7,7.8,1.2,10.4,805,http://www.forbes.com/companies/rtl-group/
Bâloise Group,Financials,Diversified Insurance,Europe,Switzerland,6,10.4,0.5,84.7,807,http://www.forbes.com/companies/baloise-group/
Longfor Properties,Financials,Real Estate,Asia,China,7.6,6.8,1.3,23.8,808,http://www.forbes.com/companies/longfor-properties/
Vienna Insurance Group,Financials,Diversified Insurance,Europe,Austria,6.4,13.3,0.4,55,809,http://www.forbes.com/companies/vienna-insurance-group/
Goodyear,Consumer Discretionary,Auto & Truck Parts,North America,United States,6.7,19.5,0.6,17.5,810,http://www.forbes.com/companies/goodyear/
KPN,Telecommunication Services,Telecommunications services,Europe,Netherlands,15.2,13.2,-0.3,35.6,811,http://www.forbes.com/companies/kpn/
AES,Utilities,Electric Utilities,North America,United States,10.4,16.1,0.3,40.4,812,http://www.forbes.com/companies/aes/
Fluor,Industrials,Construction Services,North America,United States,12.4,27.4,0.7,8.3,813,http://www.forbes.com/companies/fluor/
Abu Dhabi Commercial Bank,Financials,Regional Banks,Asia,United Arab Emirates,11.2,2.5,0.9,49.9,813,http://www.forbes.com/companies/abu-dhabi-commercial/
Weyerhaeuser,Financials,Real Estate,North America,United States,17.4,8.6,0.6,14.5,815,http://www.forbes.com/companies/weyerhaeuser/
Mylan,Health Care,Pharmaceuticals,North America,United States,18.3,7,0.6,15.2,816,http://www.forbes.com/companies/mylan/
Bank of East Asia,Financials,Regional Banks,Asia,Hong Kong,9.1,4.1,0.9,97.2,817,http://www.forbes.com/companies/bank-of-east-asia/
Ensco,Energy,Oil Services & Equipment,Europe,United Kingdom,12.3,4.9,1.4,19.5,818,http://www.forbes.com/companies/ensco/
AntarChile,Financials,Investment Services,South America,Chile,6.1,24.4,0.5,22.1,819,http://www.forbes.com/companies/antarchile/
HollyFrontier,Energy,Oil & Gas Operations,North America,United States,9.6,20.2,0.7,10.1,820,http://www.forbes.com/companies/hollyfrontier/
Woori Finance Holdings,Financials,Investment Services,Asia,South Korea,9.2,10.8,-0.5,309.7,821,http://www.forbes.com/companies/woori-finance-holdings/
China Shipbuilding Industry,Industrials,Heavy Equipment,Asia,China,13.2,7.9,0.4,28.6,822,http://www.forbes.com/companies/china-shipbuilding-industry/
Bank Hapoalim,Financials,Major Banks,Asia,Israel,7.6,5,0.7,109.5,822,http://www.forbes.com/companies/bank-hapoalim/
Stanley Black & Decker,Consumer Staples,Household/Personal Care,North America,United States,12.7,11,0.5,16.5,824,http://www.forbes.com/companies/stanley-black-decker/
SJM Holdings,Consumer Discretionary,Casinos & Gaming,Asia,Hong Kong,16.5,11.3,1,5.5,825,http://www.forbes.com/companies/sjm-holdings/
ALFA,Industrials,Conglomerates,North America,Mexico,13.2,15.9,0.5,12.6,826,http://www.forbes.com/companies/alfa/
Dover,Industrials,Conglomerates,North America,United States,14.1,8.7,1,10.8,827,http://www.forbes.com/companies/dover/
Bed Bath & Beyond,Consumer Discretionary,Specialty Stores,North America,United States,14.9,11.7,1.1,6.5,827,http://www.forbes.com/companies/bed-bath-beyond/
UPM-Kymmene,Materials,Paper & Paper Products,Europe,Finland,9.3,13.3,0.4,20.1,829,http://www.forbes.com/companies/upm-kymmene/
ITC,Consumer Staples,Tobacco,Asia,India,46.9,5.8,1.4,6.6,830,http://www.forbes.com/companies/itc/
Waste Management,Industrials,Environmental & Waste,North America,United States,19.5,14,0.1,22.6,831,http://www.forbes.com/companies/waste-management/
Mega Financial Holding,Financials,Investment Services,Asia,Taiwan,9.6,2.4,0.7,95.4,832,http://www.forbes.com/companies/mega-financial-holding/
LG Corp,Consumer Discretionary,Household Appliances,Asia,South Korea,9.5,9,0.8,15.7,833,http://www.forbes.com/companies/lg-corp/
Invesco,Financials,Investment Services,North America,United States,16.2,4.7,0.9,19.3,834,http://www.forbes.com/companies/invesco/
American Capital Agency,Financials,Real Estate,North America,United States,7.7,2,1.3,76.3,835,http://www.forbes.com/companies/american-capital-agency/
Kone,Industrials,Construction Services,Europe,Finland,21.6,9.2,0.9,7.4,836,http://www.forbes.com/companies/kone/
Pearson,Consumer Discretionary,Printing & Publishing,Europe,United Kingdom,14.2,7.9,0.5,18.1,837,http://www.forbes.com/companies/pearson/
Alcatel-Lucent,Information Technology,Communications Equipment,Europe,France,11.2,19.2,-1.7,30.2,838,http://www.forbes.com/companies/alcatel-lucent/
Great Wall Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,15.4,8.9,1.3,8.7,839,http://www.forbes.com/companies/great-wall-motor/
Lixil Group,Materials,Construction Materials,Asia,Japan,8.5,15.8,0.5,16.2,839,http://www.forbes.com/companies/lixil-group/
Voestalpine,Materials,Iron & Steel,Europe,Austria,7.7,14.9,0.6,17,841,http://www.forbes.com/companies/voestalpine/
Hanwha Life Insurance,Financials,Life & Health Insurance,Asia,South Korea,5.5,12.5,0.4,78,842,http://www.forbes.com/companies/hanwha-life-insurance/
Hertz Global Holdings,Financials,Rental & Leasing,North America,United States,12.3,10.8,0.4,24.6,843,http://www.forbes.com/companies/hertz-global-holdings/
Galp Energia,Energy,Oil & Gas Operations,Europe,Portugal,14.3,26,0.3,18.9,844,http://www.forbes.com/companies/galp-energia/
Formosa Plastics,Materials,Specialized Chemicals,Asia,Taiwan,16,7.3,0.7,13.4,844,http://www.forbes.com/companies/formosa-plastics/
AutoZone,Consumer Discretionary,Specialty Stores,North America,United States,17.8,9.4,1,7.3,846,http://www.forbes.com/companies/autozone/
Eiffage,Industrials,Construction Services,Europe,France,6.7,18.9,0.3,37.7,847,http://www.forbes.com/companies/eiffage/
Symantec,Information Technology,Software & Programming,North America,United States,14,6.8,0.9,13.3,848,http://www.forbes.com/companies/symantec/
Wipro,Information Technology,Computer Services,Asia,India,23.1,7.1,1.2,7.8,849,http://www.forbes.com/companies/wipro/
Nielsen Holdings,Consumer Discretionary,Printing & Publishing,North America,United States,17.1,5.8,0.7,15.5,850,http://www.forbes.com/companies/nielsen-holdings/
L Brands,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,16.7,10.8,0.9,7.2,851,http://www.forbes.com/companies/l-brands/
Origin Energy,Utilities,Electric Utilities,Australia,Australia,14.5,14,0.2,27.2,852,http://www.forbes.com/companies/origin-energy/
UBI Banca,Financials,Regional Banks,Europe,Italy,8.9,6.8,0.3,171.2,853,http://www.forbes.com/companies/ubi-banca/
Rakuten,Consumer Discretionary,Internet & Catalog Retail,Asia,Japan,17.6,5.3,0.4,30.5,854,http://www.forbes.com/companies/rakuten/
Fanuc,Industrials,Other Industrial Equipment,Asia,Japan,34.4,4.5,1,12.3,855,http://www.forbes.com/companies/fanuc/
Sherwin-Williams,Consumer Discretionary,Home Improvement Retail,North America,United States,19.9,10.2,0.7,6.4,856,http://www.forbes.com/companies/sherwin-williams/
Naspers,Consumer Discretionary,Broadcasting & Cable,Africa,South Africa,47,6.1,0.5,12,857,http://www.forbes.com/companies/naspers/
Actavis,Health Care,Pharmaceuticals,Europe,Ireland,36.5,8.7,-0.8,22.7,858,http://www.forbes.com/companies/actavis/
Tokyu,Industrials,Railroads,Asia,Japan,7.7,11.2,0.6,19,859,http://www.forbes.com/companies/tokyu/
Royal Caribbean Cruises,Consumer Discretionary,Hotels & Motels,North America,United States,12.4,8,0.5,20.1,860,http://www.forbes.com/companies/royal-caribbean-cruises/
Axiata Group,Information Technology,Communications Equipment,Asia,Malaysia,17.7,5.8,0.8,13.3,861,http://www.forbes.com/companies/axiata-group/
Datang International Power,Utilities,Electric Utilities,Asia,China,4.9,12.1,0.6,49.2,862,http://www.forbes.com/companies/datang-international-power/
Essilor International,Health Care,Medical Equipment & Supplies,Europe,France,21.3,6.7,0.8,10.4,863,http://www.forbes.com/companies/essilor-international/
Assa Abloy,Industrials,Other Industrial Equipment,Europe,Sweden,20,7.4,0.7,10.2,864,http://www.forbes.com/companies/assa-abloy/
Reed Elsevier,Consumer Discretionary,Printing & Publishing,Europe,United Kingdom,17.7,9.4,0.9,2.1,865,http://www.forbes.com/companies/reed-elsevier/
Constellation Brands,Consumer Staples,Beverages,North America,United States,16.2,4.3,1.9,14.3,866,http://www.forbes.com/companies/constellation-brands/
SanDisk,Information Technology,Computer Storage Devices,North America,United States,18.7,6.2,1,10.5,866,http://www.forbes.com/companies/sandisk/
